"","Date","Cancer group","Demographic","Statistic","Statistic2019WdAdj","nDiff","propChange","Breakdown"
"879",Jan 2020,"Upper GI excl OG","Other",223,242,-19,-0.0785123966942149,"Route to Diagnosis"
"880",Jan 2020,"Upper GI excl OG","TWW",304,332,-28,-0.0843373493975904,"Route to Diagnosis"
"881",Jan 2020,"Urological excl prostate","Emergency presentation",347,339,8,0.023598820058997,"Route to Diagnosis"
"882",Jan 2020,"Urological excl prostate","GP referral",514,610,-96,-0.157377049180328,"Route to Diagnosis"
"883",Jan 2020,"Urological excl prostate","Other",295,283,12,0.0424028268551237,"Route to Diagnosis"
"884",Jan 2020,"Urological excl prostate","TWW",706,697,9,0.0129124820659971,"Route to Diagnosis"
"885",Feb 2020,"All sites combined","Emergency presentation",3959,3843,116,0.0301847514962269,"Route to Diagnosis"
"886",Feb 2020,"All sites combined","GP referral",4883,4751,132,0.0277836245001052,"Route to Diagnosis"
"887",Feb 2020,"All sites combined","Other",2922,2691,231,0.0858416945373467,"Route to Diagnosis"
"888",Feb 2020,"All sites combined","Screening",1470,1308,162,0.123853211009174,"Route to Diagnosis"
"889",Feb 2020,"All sites combined","TWW",9659,9677,-18,-0.00186008060349282,"Route to Diagnosis"
"890",Feb 2020,"Bone and soft tissue","Emergency presentation",25,21,4,0.19047619047619,"Route to Diagnosis"
"891",Feb 2020,"Bone and soft tissue","GP referral",89,66,23,0.348484848484849,"Route to Diagnosis"
"892",Feb 2020,"Bone and soft tissue","Other",53,53,0,0,"Route to Diagnosis"
"893",Feb 2020,"Bone and soft tissue","TWW",56,72,-16,-0.222222222222222,"Route to Diagnosis"
"894",Feb 2020,"Brain and CNS","Emergency presentation",142,160,-18,-0.1125,"Route to Diagnosis"
"895",Feb 2020,"Brain and CNS","GP referral",59,80,-21,-0.2625,"Route to Diagnosis"
"896",Feb 2020,"Brain and CNS","Other",143,132,11,0.0833333333333333,"Route to Diagnosis"
"897",Feb 2020,"Brain and CNS","TWW",6,8,-2,-0.25,"Route to Diagnosis"
"898",Feb 2020,"Breast","Emergency presentation",123,113,10,0.0884955752212389,"Route to Diagnosis"
"899",Feb 2020,"Breast","GP referral",213,208,5,0.0240384615384615,"Route to Diagnosis"
"900",Feb 2020,"Breast","Other",132,150,-18,-0.12,"Route to Diagnosis"
"901",Feb 2020,"Breast","Screening",1040,990,50,0.0505050505050505,"Route to Diagnosis"
"902",Feb 2020,"Breast","TWW",1724,1783,-59,-0.0330902972518228,"Route to Diagnosis"
"903",Feb 2020,"Colorectal","Emergency presentation",558,500,58,0.116,"Route to Diagnosis"
"904",Feb 2020,"Colorectal","GP referral",568,536,32,0.0597014925373134,"Route to Diagnosis"
"905",Feb 2020,"Colorectal","Other",313,301,12,0.0398671096345515,"Route to Diagnosis"
"906",Feb 2020,"Colorectal","Screening",383,254,129,0.507874015748031,"Route to Diagnosis"
"907",Feb 2020,"Colorectal","TWW",1099,1074,25,0.0232774674115456,"Route to Diagnosis"
"908",Feb 2020,"Endocrine","Emergency presentation",24,32,-8,-0.25,"Route to Diagnosis"
"909",Feb 2020,"Endocrine","GP referral",113,99,14,0.141414141414141,"Route to Diagnosis"
"910",Feb 2020,"Endocrine","Other",43,36,7,0.194444444444444,"Route to Diagnosis"
"911",Feb 2020,"Endocrine","TWW",82,60,22,0.366666666666667,"Route to Diagnosis"
"912",Feb 2020,"Gynaecological","Emergency presentation",194,181,13,0.0718232044198895,"Route to Diagnosis"
"913",Feb 2020,"Gynaecological","GP referral",313,295,18,0.0610169491525424,"Route to Diagnosis"
"914",Feb 2020,"Gynaecological","Other",132,127,5,0.0393700787401575,"Route to Diagnosis"
"915",Feb 2020,"Gynaecological","Screening",47,64,-17,-0.265625,"Route to Diagnosis"
"916",Feb 2020,"Gynaecological","TWW",645,648,-3,-0.00462962962962963,"Route to Diagnosis"
"917",Feb 2020,"Haematological","Emergency presentation",482,473,9,0.0190274841437632,"Route to Diagnosis"
"918",Feb 2020,"Haematological","GP referral",545,498,47,0.0943775100401606,"Route to Diagnosis"
"919",Feb 2020,"Haematological","Other",287,263,24,0.091254752851711,"Route to Diagnosis"
"920",Feb 2020,"Haematological","TWW",529,557,-28,-0.0502692998204668,"Route to Diagnosis"
"921",Feb 2020,"Head and Neck","Emergency presentation",62,56,6,0.107142857142857,"Route to Diagnosis"
"922",Feb 2020,"Head and Neck","GP referral",160,174,-14,-0.0804597701149425,"Route to Diagnosis"
"923",Feb 2020,"Head and Neck","Other",113,109,4,0.036697247706422,"Route to Diagnosis"
"924",Feb 2020,"Head and Neck","TWW",437,390,47,0.120512820512821,"Route to Diagnosis"
"925",Feb 2020,"Lung","Emergency presentation",899,950,-51,-0.0536842105263158,"Route to Diagnosis"
"926",Feb 2020,"Lung","GP referral",595,635,-40,-0.062992125984252,"Route to Diagnosis"
"927",Feb 2020,"Lung","Other",589,535,54,0.100934579439252,"Route to Diagnosis"
"928",Feb 2020,"Lung","TWW",773,800,-27,-0.03375,"Route to Diagnosis"
"929",Feb 2020,"Melanoma","Emergency presentation",20,31,-11,-0.354838709677419,"Route to Diagnosis"
"930",Feb 2020,"Melanoma","GP referral",317,284,33,0.116197183098592,"Route to Diagnosis"
"931",Feb 2020,"Melanoma","Other",91,79,12,0.151898734177215,"Route to Diagnosis"
"932",Feb 2020,"Melanoma","TWW",560,535,25,0.0467289719626168,"Route to Diagnosis"
"933",Feb 2020,"Oesophago-gastric","Emergency presentation",195,165,30,0.181818181818182,"Route to Diagnosis"
"934",Feb 2020,"Oesophago-gastric","GP referral",197,165,32,0.193939393939394,"Route to Diagnosis"
"935",Feb 2020,"Oesophago-gastric","Other",146,131,15,0.114503816793893,"Route to Diagnosis"
"936",Feb 2020,"Oesophago-gastric","TWW",432,397,35,0.0881612090680101,"Route to Diagnosis"
"937",Feb 2020,"Prostate","Emergency presentation",235,210,25,0.119047619047619,"Route to Diagnosis"
"938",Feb 2020,"Prostate","GP referral",892,874,18,0.0205949656750572,"Route to Diagnosis"
"939",Feb 2020,"Prostate","Other",324,315,9,0.0285714285714286,"Route to Diagnosis"
"940",Feb 2020,"Prostate","TWW",2278,2277,1,0.00043917435221783,"Route to Diagnosis"
"941",Feb 2020,"Unknown","Emergency presentation",194,174,20,0.114942528735632,"Route to Diagnosis"
"942",Feb 2020,"Unknown","GP referral",93,82,11,0.134146341463415,"Route to Diagnosis"
"943",Feb 2020,"Unknown","Other",81,64,17,0.265625,"Route to Diagnosis"
"944",Feb 2020,"Unknown","TWW",101,93,8,0.0860215053763441,"Route to Diagnosis"
"945",Feb 2020,"Upper GI excl OG","Emergency presentation",512,483,29,0.0600414078674948,"Route to Diagnosis"
"946",Feb 2020,"Upper GI excl OG","GP referral",241,276,-35,-0.126811594202899,"Route to Diagnosis"
"947",Feb 2020,"Upper GI excl OG","Other",213,170,43,0.252941176470588,"Route to Diagnosis"
"948",Feb 2020,"Upper GI excl OG","TWW",263,280,-17,-0.0607142857142857,"Route to Diagnosis"
"949",Feb 2020,"Urological excl prostate","Emergency presentation",294,294,0,0,"Route to Diagnosis"
"950",Feb 2020,"Urological excl prostate","GP referral",488,479,9,0.0187891440501044,"Route to Diagnosis"
"951",Feb 2020,"Urological excl prostate","Other",262,226,36,0.15929203539823,"Route to Diagnosis"
"952",Feb 2020,"Urological excl prostate","TWW",674,703,-29,-0.0412517780938834,"Route to Diagnosis"
"953",Mar 2020,"All sites combined","Emergency presentation",3899,4248.09523809524,-349.095238095239,-0.0821768859993275,"Route to Diagnosis"
"954",Mar 2020,"All sites combined","GP referral",5287,5286.28571428571,0.714285714285325,0.000135120527510466,"Route to Diagnosis"
"955",Mar 2020,"All sites combined","Other",3041,3069.52380952381,-28.5238095238096,-0.00929258454855728,"Route to Diagnosis"
"956",Mar 2020,"All sites combined","Screening",1686,1496,190,0.127005347593583,"Route to Diagnosis"
"957",Mar 2020,"All sites combined","TWW",10630,10444.7619047619,185.238095238095,0.0177350232515729,"Route to Diagnosis"
"958",Mar 2020,"Bone and soft tissue","Emergency presentation",37,19.9047619047619,17.0952380952381,0.858851674641148,"Route to Diagnosis"
"959",Mar 2020,"Bone and soft tissue","GP referral",72,79.6190476190476,-7.61904761904762,-0.0956937799043062,"Route to Diagnosis"
"960",Mar 2020,"Bone and soft tissue","Other",58,56.5714285714286,1.42857142857142,0.0252525252525252,"Route to Diagnosis"
"961",Mar 2020,"Bone and soft tissue","TWW",59,83.8095238095238,-24.8095238095238,-0.296022727272727,"Route to Diagnosis"
"962",Mar 2020,"Brain and CNS","Emergency presentation",166,122.571428571429,43.4285714285714,0.354312354312354,"Route to Diagnosis"
"963",Mar 2020,"Brain and CNS","GP referral",85,73.3333333333333,11.6666666666667,0.159090909090909,"Route to Diagnosis"
"964",Mar 2020,"Brain and CNS","Other",127,126.761904761905,0.238095238095227,0.00187828700225385,"Route to Diagnosis"
"965",Mar 2020,"Brain and CNS","TWW",6,8.38095238095238,-2.38095238095238,-0.284090909090909,"Route to Diagnosis"
"966",Mar 2020,"Breast","Emergency presentation",102,120.47619047619,-18.4761904761905,-0.153359683794466,"Route to Diagnosis"
"967",Mar 2020,"Breast","GP referral",279,215.809523809524,63.1904761904762,0.292806707855251,"Route to Diagnosis"
"968",Mar 2020,"Breast","Other",165,141.428571428571,23.5714285714286,0.166666666666667,"Route to Diagnosis"
"969",Mar 2020,"Breast","Screening",1194,1127.2380952381,66.7619047619048,0.0592260898952349,"Route to Diagnosis"
"970",Mar 2020,"Breast","TWW",1838,2081.61904761905,-243.619047619048,-0.117033444663037,"Route to Diagnosis"
"971",Mar 2020,"Colorectal","Emergency presentation",545,597.142857142857,-52.1428571428572,-0.0873205741626795,"Route to Diagnosis"
"972",Mar 2020,"Colorectal","GP referral",595,554.190476190476,40.8095238095237,0.0736380821446983,"Route to Diagnosis"
"973",Mar 2020,"Colorectal","Other",324,306.952380952381,17.047619047619,0.0555383183369531,"Route to Diagnosis"
"974",Mar 2020,"Colorectal","Screening",435,295.428571428571,139.571428571429,0.472437137330754,"Route to Diagnosis"
"975",Mar 2020,"Colorectal","TWW",1169,1172.28571428571,-3.28571428571445,-0.00280282719961018,"Route to Diagnosis"
"976",Mar 2020,"Endocrine","Emergency presentation",25,27.2380952380952,-2.23809523809524,-0.0821678321678323,"Route to Diagnosis"
"977",Mar 2020,"Endocrine","GP referral",105,115.238095238095,-10.2380952380952,-0.0888429752066116,"Route to Diagnosis"
"978",Mar 2020,"Endocrine","Other",47,35.6190476190476,11.3809523809524,0.31951871657754,"Route to Diagnosis"
"979",Mar 2020,"Endocrine","TWW",75,55.5238095238095,19.4761904761905,0.350771869639794,"Route to Diagnosis"
"980",Mar 2020,"Gynaecological","Emergency presentation",196,234.666666666667,-38.6666666666667,-0.164772727272727,"Route to Diagnosis"
"981",Mar 2020,"Gynaecological","GP referral",324,318.47619047619,5.52380952380952,0.0173444976076555,"Route to Diagnosis"
"982",Mar 2020,"Gynaecological","Other",146,168.666666666667,-22.6666666666667,-0.134387351778656,"Route to Diagnosis"
"983",Mar 2020,"Gynaecological","Screening",57,73.3333333333333,-16.3333333333333,-0.222727272727273,"Route to Diagnosis"
"984",Mar 2020,"Gynaecological","TWW",651,678.857142857143,-27.8571428571429,-0.0410353535353536,"Route to Diagnosis"
"985",Mar 2020,"Haematological","Emergency presentation",474,491.333333333333,-17.3333333333334,-0.0352781546811398,"Route to Diagnosis"
"986",Mar 2020,"Haematological","GP referral",564,638,-74,-0.115987460815047,"Route to Diagnosis"
"987",Mar 2020,"Haematological","Other",270,309.047619047619,-39.047619047619,-0.126348228043143,"Route to Diagnosis"
"988",Mar 2020,"Haematological","TWW",576,612.857142857143,-36.8571428571429,-0.0601398601398602,"Route to Diagnosis"
"989",Mar 2020,"Head and Neck","Emergency presentation",56,61.8095238095238,-5.80952380952381,-0.0939907550077042,"Route to Diagnosis"
"990",Mar 2020,"Head and Neck","GP referral",172,168.666666666667,3.33333333333331,0.0197628458498023,"Route to Diagnosis"
"991",Mar 2020,"Head and Neck","Other",146,118.380952380952,27.6190476190476,0.233306516492357,"Route to Diagnosis"
"992",Mar 2020,"Head and Neck","TWW",471,471.428571428571,-0.428571428571445,-0.000909090909090943,"Route to Diagnosis"
"993",Mar 2020,"Lung","Emergency presentation",892,946,-54,-0.0570824524312896,"Route to Diagnosis"
"994",Mar 2020,"Lung","GP referral",728,660,68,0.103030303030303,"Route to Diagnosis"
"995",Mar 2020,"Lung","Other",687,635.904761904762,51.0952380952381,0.0803504567919724,"Route to Diagnosis"
"996",Mar 2020,"Lung","TWW",977,861.142857142857,115.857142857143,0.134538818845388,"Route to Diagnosis"
"997",Mar 2020,"Melanoma","Emergency presentation",25,33.5238095238095,-8.52380952380953,-0.254261363636364,"Route to Diagnosis"
"998",Mar 2020,"Melanoma","GP referral",371,319.52380952381,51.4761904761905,0.161102831594635,"Route to Diagnosis"
"999",Mar 2020,"Melanoma","Other",93,85.9047619047619,7.09523809523809,0.0825942350332593,"Route to Diagnosis"
"1000",Mar 2020,"Melanoma","TWW",625,640.095238095238,-15.0952380952381,-0.0235828001785448,"Route to Diagnosis"
"1001",Mar 2020,"Oesophago-gastric","Emergency presentation",209,264,-55,-0.208333333333333,"Route to Diagnosis"
"1002",Mar 2020,"Oesophago-gastric","GP referral",197,217.904761904762,-20.9047619047619,-0.0959353146853148,"Route to Diagnosis"
"1003",Mar 2020,"Oesophago-gastric","Other",132,192.761904761905,-60.7619047619048,-0.315217391304348,"Route to Diagnosis"
"1004",Mar 2020,"Oesophago-gastric","TWW",425,435.809523809524,-10.8095238095239,-0.0248033216783218,"Route to Diagnosis"
"1005",Mar 2020,"Prostate","Emergency presentation",195,257.714285714286,-62.7142857142857,-0.243348115299335,"Route to Diagnosis"
"1006",Mar 2020,"Prostate","GP referral",865,927.142857142857,-62.1428571428572,-0.0670261941448383,"Route to Diagnosis"
"1007",Mar 2020,"Prostate","Other",299,321.619047619048,-22.6190476190476,-0.0703286941071958,"Route to Diagnosis"
"1008",Mar 2020,"Prostate","TWW",2510,2266,244,0.107678729037952,"Route to Diagnosis"
"1009",Mar 2020,"Unknown","Emergency presentation",195,213.714285714286,-18.7142857142857,-0.0875668449197861,"Route to Diagnosis"
"1010",Mar 2020,"Unknown","GP referral",105,111.047619047619,-6.04761904761905,-0.0544596912521441,"Route to Diagnosis"
"1011",Mar 2020,"Unknown","Other",72,88,-16,-0.181818181818182,"Route to Diagnosis"
"1012",Mar 2020,"Unknown","TWW",112,91.1428571428572,20.8571428571428,0.228840125391849,"Route to Diagnosis"
"1013",Mar 2020,"Upper GI excl OG","Emergency presentation",464,556.285714285714,-92.2857142857143,-0.165896250642013,"Route to Diagnosis"
"1014",Mar 2020,"Upper GI excl OG","GP referral",288,308,-20,-0.0649350649350649,"Route to Diagnosis"
"1015",Mar 2020,"Upper GI excl OG","Other",213,200.095238095238,12.9047619047619,0.0644930985245121,"Route to Diagnosis"
"1016",Mar 2020,"Upper GI excl OG","TWW",356,279.714285714286,76.2857142857143,0.272727272727273,"Route to Diagnosis"
"1017",Mar 2020,"Urological excl prostate","Emergency presentation",318,301.714285714286,16.2857142857143,0.0539772727272727,"Route to Diagnosis"
"1018",Mar 2020,"Urological excl prostate","GP referral",537,579.333333333333,-42.3333333333334,-0.0730724971231301,"Route to Diagnosis"
"1019",Mar 2020,"Urological excl prostate","Other",262,281.809523809524,-19.8095238095238,-0.0702940182494085,"Route to Diagnosis"
"1020",Mar 2020,"Urological excl prostate","TWW",780,706.095238095238,73.9047619047618,0.104666846506609,"Route to Diagnosis"
"1021",Apr 2020,"All sites combined","Emergency presentation",3248,4041,-793,-0.196238554813165,"Route to Diagnosis"
"1022",Apr 2020,"All sites combined","GP referral",2905,5035,-2130,-0.423038728897716,"Route to Diagnosis"
"1023",Apr 2020,"All sites combined","Other",1876,2889,-1013,-0.350640359986154,"Route to Diagnosis"
"1024",Apr 2020,"All sites combined","Screening",480,1494,-1014,-0.678714859437751,"Route to Diagnosis"
"1025",Apr 2020,"All sites combined","TWW",6396,9944,-3548,-0.35679806918745,"Route to Diagnosis"
"1026",Apr 2020,"Bone and soft tissue","Emergency presentation",17,30,-13,-0.433333333333333,"Route to Diagnosis"
"1027",Apr 2020,"Bone and soft tissue","GP referral",61,63,-2,-0.0317460317460317,"Route to Diagnosis"
"1028",Apr 2020,"Bone and soft tissue","Other",45,50,-5,-0.1,"Route to Diagnosis"
"1029",Apr 2020,"Bone and soft tissue","TWW",77,59,18,0.305084745762712,"Route to Diagnosis"
"1030",Apr 2020,"Brain and CNS","Emergency presentation",148,114,34,0.298245614035088,"Route to Diagnosis"
"1031",Apr 2020,"Brain and CNS","GP referral",50,85,-35,-0.411764705882353,"Route to Diagnosis"
"1032",Apr 2020,"Brain and CNS","Other",80,159,-79,-0.49685534591195,"Route to Diagnosis"
"1033",Apr 2020,"Brain and CNS","TWW",4,6,-2,-0.333333333333333,"Route to Diagnosis"
"1034",Apr 2020,"Breast","Emergency presentation",56,103,-47,-0.456310679611651,"Route to Diagnosis"
"1035",Apr 2020,"Breast","GP referral",136,228,-92,-0.403508771929825,"Route to Diagnosis"
"1036",Apr 2020,"Breast","Other",68,149,-81,-0.543624161073825,"Route to Diagnosis"
"1037",Apr 2020,"Breast","Screening",327,1138,-811,-0.712653778558875,"Route to Diagnosis"
"1038",Apr 2020,"Breast","TWW",1224,1896,-672,-0.354430379746835,"Route to Diagnosis"
"1039",Apr 2020,"Colorectal","Emergency presentation",488,535,-47,-0.0878504672897196,"Route to Diagnosis"
"1040",Apr 2020,"Colorectal","GP referral",230,568,-338,-0.595070422535211,"Route to Diagnosis"
"1041",Apr 2020,"Colorectal","Other",150,266,-116,-0.43609022556391,"Route to Diagnosis"
"1042",Apr 2020,"Colorectal","Screening",55,265,-210,-0.792452830188679,"Route to Diagnosis"
"1043",Apr 2020,"Colorectal","TWW",464,1114,-650,-0.583482944344704,"Route to Diagnosis"
"1044",Apr 2020,"Endocrine","Emergency presentation",14,33,-19,-0.575757575757576,"Route to Diagnosis"
"1045",Apr 2020,"Endocrine","GP referral",53,112,-59,-0.526785714285714,"Route to Diagnosis"
"1046",Apr 2020,"Endocrine","Other",23,44,-21,-0.477272727272727,"Route to Diagnosis"
"1047",Apr 2020,"Endocrine","TWW",64,70,-6,-0.0857142857142857,"Route to Diagnosis"
"1048",Apr 2020,"Gynaecological","Emergency presentation",155,214,-59,-0.275700934579439,"Route to Diagnosis"
"1049",Apr 2020,"Gynaecological","GP referral",220,345,-125,-0.36231884057971,"Route to Diagnosis"
"1050",Apr 2020,"Gynaecological","Other",120,161,-41,-0.254658385093168,"Route to Diagnosis"
"1051",Apr 2020,"Gynaecological","Screening",98,91,7,0.0769230769230769,"Route to Diagnosis"
"1052",Apr 2020,"Gynaecological","TWW",558,655,-97,-0.148091603053435,"Route to Diagnosis"
"1053",Apr 2020,"Haematological","Emergency presentation",387,545,-158,-0.289908256880734,"Route to Diagnosis"
"1054",Apr 2020,"Haematological","GP referral",361,551,-190,-0.344827586206897,"Route to Diagnosis"
"1055",Apr 2020,"Haematological","Other",203,251,-48,-0.191235059760956,"Route to Diagnosis"
"1056",Apr 2020,"Haematological","TWW",485,537,-52,-0.0968342644320298,"Route to Diagnosis"
"1057",Apr 2020,"Head and Neck","Emergency presentation",39,46,-7,-0.152173913043478,"Route to Diagnosis"
"1058",Apr 2020,"Head and Neck","GP referral",82,143,-61,-0.426573426573427,"Route to Diagnosis"
"1059",Apr 2020,"Head and Neck","Other",73,108,-35,-0.324074074074074,"Route to Diagnosis"
"1060",Apr 2020,"Head and Neck","TWW",293,431,-138,-0.320185614849188,"Route to Diagnosis"
"1061",Apr 2020,"Lung","Emergency presentation",814,968,-154,-0.159090909090909,"Route to Diagnosis"
"1062",Apr 2020,"Lung","GP referral",402,637,-235,-0.368916797488226,"Route to Diagnosis"
"1063",Apr 2020,"Lung","Other",445,600,-155,-0.258333333333333,"Route to Diagnosis"
"1064",Apr 2020,"Lung","TWW",646,830,-184,-0.221686746987952,"Route to Diagnosis"
"1065",Apr 2020,"Melanoma","Emergency presentation",12,26,-14,-0.538461538461538,"Route to Diagnosis"
"1066",Apr 2020,"Melanoma","GP referral",252,348,-96,-0.275862068965517,"Route to Diagnosis"
"1067",Apr 2020,"Melanoma","Other",66,90,-24,-0.266666666666667,"Route to Diagnosis"
"1068",Apr 2020,"Melanoma","TWW",445,636,-191,-0.300314465408805,"Route to Diagnosis"
"1069",Apr 2020,"Oesophago-gastric","Emergency presentation",164,192,-28,-0.145833333333333,"Route to Diagnosis"
"1070",Apr 2020,"Oesophago-gastric","GP referral",63,178,-115,-0.646067415730337,"Route to Diagnosis"
"1071",Apr 2020,"Oesophago-gastric","Other",61,163,-102,-0.625766871165644,"Route to Diagnosis"
"1072",Apr 2020,"Oesophago-gastric","TWW",175,451,-276,-0.611973392461197,"Route to Diagnosis"
"1073",Apr 2020,"Prostate","Emergency presentation",118,224,-106,-0.473214285714286,"Route to Diagnosis"
"1074",Apr 2020,"Prostate","GP referral",368,902,-534,-0.592017738359202,"Route to Diagnosis"
"1075",Apr 2020,"Prostate","Other",134,295,-161,-0.545762711864407,"Route to Diagnosis"
"1076",Apr 2020,"Prostate","TWW",1026,2223,-1197,-0.538461538461538,"Route to Diagnosis"
"1077",Apr 2020,"Unknown","Emergency presentation",148,183,-35,-0.191256830601093,"Route to Diagnosis"
"1078",Apr 2020,"Unknown","GP referral",82,107,-25,-0.233644859813084,"Route to Diagnosis"
"1079",Apr 2020,"Unknown","Other",41,67,-26,-0.388059701492537,"Route to Diagnosis"
"1080",Apr 2020,"Unknown","TWW",94,98,-4,-0.0408163265306122,"Route to Diagnosis"
"1081",Apr 2020,"Upper GI excl OG","Emergency presentation",433,507,-74,-0.145956607495069,"Route to Diagnosis"
"1082",Apr 2020,"Upper GI excl OG","GP referral",217,262,-45,-0.17175572519084,"Route to Diagnosis"
"1083",Apr 2020,"Upper GI excl OG","Other",170,204,-34,-0.166666666666667,"Route to Diagnosis"
"1084",Apr 2020,"Upper GI excl OG","TWW",297,275,22,0.08,"Route to Diagnosis"
"1085",Apr 2020,"Urological excl prostate","Emergency presentation",255,321,-66,-0.205607476635514,"Route to Diagnosis"
"1086",Apr 2020,"Urological excl prostate","GP referral",328,506,-178,-0.351778656126482,"Route to Diagnosis"
"1087",Apr 2020,"Urological excl prostate","Other",197,282,-85,-0.301418439716312,"Route to Diagnosis"
"1088",Apr 2020,"Urological excl prostate","TWW",544,663,-119,-0.179487179487179,"Route to Diagnosis"
"1089",May 2020,"All sites combined","Emergency presentation",4022,4001.7619047619,20.2380952380954,0.00505729619096355,"Route to Diagnosis"
"1090",May 2020,"All sites combined","GP referral",2416,4739.14285714286,-2323.14285714286,-0.490203171158136,"Route to Diagnosis"
"1091",May 2020,"All sites combined","Other",1753,2821.95238095238,-1068.95238095238,-0.378798872783112,"Route to Diagnosis"
"1092",May 2020,"All sites combined","Screening",177,1356.2380952381,-1179.2380952381,-0.869491941996419,"Route to Diagnosis"
"1093",May 2020,"All sites combined","TWW",5992,9576,-3584,-0.374269005847953,"Route to Diagnosis"
"1094",May 2020,"Bone and soft tissue","Emergency presentation",24,30.7619047619048,-6.76190476190476,-0.219814241486068,"Route to Diagnosis"
"1095",May 2020,"Bone and soft tissue","GP referral",37,72.3809523809524,-35.3809523809524,-0.488815789473684,"Route to Diagnosis"
"1096",May 2020,"Bone and soft tissue","Other",42,52.4761904761905,-10.4761904761905,-0.199637023593466,"Route to Diagnosis"
"1097",May 2020,"Bone and soft tissue","TWW",53,57,-4,-0.0701754385964912,"Route to Diagnosis"
"1098",May 2020,"Brain and CNS","Emergency presentation",159,157.428571428571,1.57142857142858,0.0099818511796734,"Route to Diagnosis"
"1099",May 2020,"Brain and CNS","GP referral",37,72.3809523809524,-35.3809523809524,-0.488815789473684,"Route to Diagnosis"
"1100",May 2020,"Brain and CNS","Other",85,103.142857142857,-18.1428571428571,-0.17590027700831,"Route to Diagnosis"
"1101",May 2020,"Brain and CNS","TWW",7,4.52380952380952,2.47619047619048,0.547368421052632,"Route to Diagnosis"
"1102",May 2020,"Breast","Emergency presentation",89,125.761904761905,-36.7619047619048,-0.292313517606967,"Route to Diagnosis"
"1103",May 2020,"Breast","GP referral",129,221.666666666667,-92.6666666666667,-0.418045112781955,"Route to Diagnosis"
"1104",May 2020,"Breast","Other",53,167.380952380952,-114.380952380952,-0.683357041251778,"Route to Diagnosis"
"1105",May 2020,"Breast","Screening",36,1031.42857142857,-995.428571428571,-0.965096952908587,"Route to Diagnosis"
"1106",May 2020,"Breast","TWW",1432,1925.33333333333,-493.333333333333,-0.256232686980609,"Route to Diagnosis"
"1107",May 2020,"Colorectal","Emergency presentation",555,515.714285714286,39.2857142857143,0.0761772853185597,"Route to Diagnosis"
"1108",May 2020,"Colorectal","GP referral",206,548.285714285714,-342.285714285714,-0.624283480979677,"Route to Diagnosis"
"1109",May 2020,"Colorectal","Other",138,333.857142857143,-195.857142857143,-0.586649550706033,"Route to Diagnosis"
"1110",May 2020,"Colorectal","Screening",91,238.857142857143,-147.857142857143,-0.619019138755981,"Route to Diagnosis"
"1111",May 2020,"Colorectal","TWW",569,1011.52380952381,-442.52380952381,-0.437482346295076,"Route to Diagnosis"
"1112",May 2020,"Endocrine","Emergency presentation",17,15.3809523809524,1.61904761904762,0.105263157894737,"Route to Diagnosis"
"1113",May 2020,"Endocrine","GP referral",48,104.952380952381,-56.9523809523809,-0.542649727767695,"Route to Diagnosis"
"1114",May 2020,"Endocrine","Other",16,38,-22,-0.578947368421053,"Route to Diagnosis"
"1115",May 2020,"Endocrine","TWW",49,72.3809523809524,-23.3809523809524,-0.323026315789474,"Route to Diagnosis"
"1116",May 2020,"Gynaecological","Emergency presentation",175,195.428571428571,-20.4285714285714,-0.10453216374269,"Route to Diagnosis"
"1117",May 2020,"Gynaecological","GP referral",152,282.285714285714,-130.285714285714,-0.461538461538462,"Route to Diagnosis"
"1118",May 2020,"Gynaecological","Other",114,144.761904761905,-30.7619047619048,-0.2125,"Route to Diagnosis"
"1119",May 2020,"Gynaecological","Screening",50,85.9523809523809,-35.9523809523809,-0.418282548476454,"Route to Diagnosis"
"1120",May 2020,"Gynaecological","TWW",501,632.428571428571,-131.428571428571,-0.207815676530382,"Route to Diagnosis"
"1121",May 2020,"Haematological","Emergency presentation",495,522.952380952381,-27.952380952381,-0.0534511018029503,"Route to Diagnosis"
"1122",May 2020,"Haematological","GP referral",285,526.571428571429,-241.571428571429,-0.458762886597938,"Route to Diagnosis"
"1123",May 2020,"Haematological","Other",211,273.238095238095,-62.2380952380952,-0.227779714186128,"Route to Diagnosis"
"1124",May 2020,"Haematological","TWW",372,560.952380952381,-188.952380952381,-0.336842105263158,"Route to Diagnosis"
"1125",May 2020,"Head and Neck","Emergency presentation",47,68.7619047619048,-21.7619047619048,-0.316481994459834,"Route to Diagnosis"
"1126",May 2020,"Head and Neck","GP referral",69,143.857142857143,-74.8571428571429,-0.520357497517378,"Route to Diagnosis"
"1127",May 2020,"Head and Neck","Other",62,123.952380952381,-61.9523809523809,-0.499807913945448,"Route to Diagnosis"
"1128",May 2020,"Head and Neck","TWW",304,427.952380952381,-123.952380952381,-0.289640591966173,"Route to Diagnosis"
"1129",May 2020,"Lung","Emergency presentation",987,911.095238095238,75.9047619047619,0.0833115559504521,"Route to Diagnosis"
"1130",May 2020,"Lung","GP referral",369,616.142857142857,-247.142857142857,-0.401112914444702,"Route to Diagnosis"
"1131",May 2020,"Lung","Other",433,572.714285714286,-139.714285714286,-0.243951110002494,"Route to Diagnosis"
"1132",May 2020,"Lung","TWW",419,821.52380952381,-402.52380952381,-0.489972177138882,"Route to Diagnosis"
