Year,Month,Date,Cancer group,Metric,Breakdown,Demographic,Data completeness,Statistic
2018,May,May-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,3407
2018,May,May-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,3642
2018,May,May-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,3356
2018,May,May-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,5750
2018,May,May-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,22
2018,May,May-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,66
2018,May,May-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,73
2018,May,May-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,65
2018,May,May-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,192
2018,May,May-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,77
2018,May,May-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,147
2018,May,May-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,9
2018,May,May-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,115
2018,May,May-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,263
2018,May,May-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,130
2018,May,May-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,Screening,Complete,1183
2018,May,May-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,2166
2018,May,May-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,1224
2018,May,May-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,1156
2018,May,May-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,278
2018,May,May-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,107
2018,May,May-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,1092
2018,May,May-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,587
2018,May,May-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,572
2018,May,May-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,346
2018,May,May-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,Screening,Complete,270
2018,May,May-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,1194
2018,May,May-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,460
2018,May,May-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,581
2018,May,May-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,775
2018,May,May-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,436
2018,May,May-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,611
2018,May,May-18,Endocrine,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,19
2018,May,May-18,Endocrine,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,94
2018,May,May-18,Endocrine,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,51
2018,May,May-18,Endocrine,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,79
2018,May,May-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,186
2018,May,May-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,322
2018,May,May-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,164
2018,May,May-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,Screening,Complete,79
2018,May,May-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,666
2018,May,May-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,495
2018,May,May-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,52
2018,May,May-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,159
2018,May,May-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,88
2018,May,May-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,266
2018,May,May-18,Haematological,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,493
2018,May,May-18,Haematological,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,607
2018,May,May-18,Haematological,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,317
2018,May,May-18,Haematological,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,595
2018,May,May-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,89
2018,May,May-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,84
2018,May,May-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,115
2018,May,May-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,222
2018,May,May-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,584
2018,May,May-18,Head and Neck,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,68
2018,May,May-18,Head and Neck,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,176
2018,May,May-18,Head and Neck,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,125
2018,May,May-18,Head and Neck,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,493
2018,May,May-18,Lung,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,998
2018,May,May-18,Lung,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,737
2018,May,May-18,Lung,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,609
2018,May,May-18,Lung,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,962
2018,May,May-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,572
2018,May,May-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,223
2018,May,May-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,688
2018,May,May-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,1368
2018,May,May-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,240
2018,May,May-18,Melanoma,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,27
2018,May,May-18,Melanoma,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,386
2018,May,May-18,Melanoma,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,94
2018,May,May-18,Melanoma,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,755
2018,May,May-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,526
2018,May,May-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,226
2018,May,May-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,35
2018,May,May-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,13
2018,May,May-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,462
2018,May,May-18,Oesophago-gastric,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,250
2018,May,May-18,Oesophago-gastric,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,209
2018,May,May-18,Oesophago-gastric,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,166
2018,May,May-18,Oesophago-gastric,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,426
2018,May,May-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,62
2018,May,May-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,176
2018,May,May-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,193
2018,May,May-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,314
2018,May,May-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,306
2018,May,May-18,Other malignant neoplasms,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,NA
2018,May,May-18,Other malignant neoplasms,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,NA
2018,May,May-18,Other malignant neoplasms,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,NA
2018,May,May-18,Other malignant neoplasms,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,NA
2018,May,May-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,NA
2018,May,May-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,NA
2018,May,May-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,NA
2018,May,May-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,NA
2018,May,May-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,NA
2018,May,May-18,Prostate,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,255
2018,May,May-18,Prostate,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,1104
2018,May,May-18,Prostate,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,332
2018,May,May-18,Prostate,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,3189
2018,May,May-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,1228
2018,May,May-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,658
2018,May,May-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,1166
2018,May,May-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,533
2018,May,May-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,1295
2018,May,May-18,Unknown,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,190
2018,May,May-18,Unknown,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,91
2018,May,May-18,Unknown,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,79
2018,May,May-18,Unknown,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,130
2018,May,May-18,Upper GI excl OG,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,500
2018,May,May-18,Upper GI excl OG,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,274
2018,May,May-18,Upper GI excl OG,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,211
2018,May,May-18,Upper GI excl OG,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,293
2018,May,May-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,27
2018,May,May-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,61
2018,May,May-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,68
2018,May,May-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,183
2018,May,May-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,279
2018,May,May-18,Urological excl prostate,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,335
2018,May,May-18,Urological excl prostate,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,551
2018,May,May-18,Urological excl prostate,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,243
2018,May,May-18,Urological excl prostate,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,731
2018,May,May-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,452
2018,May,May-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,190
2018,May,May-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,165
2018,May,May-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,92
2018,May,May-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,615
2018,June,Jun-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,4315
2018,June,Jun-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,5533
2018,June,Jun-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,2813
2018,June,Jun-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,Screening,Complete,1488
2018,June,Jun-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,10759
2018,June,Jun-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,4923
2018,June,Jun-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,3199
2018,June,Jun-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,3353
2018,June,Jun-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,3264
2018,June,Jun-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,5434
2018,June,Jun-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,26
2018,June,Jun-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,70
2018,June,Jun-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,45
2018,June,Jun-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,65
2018,June,Jun-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,173
2018,June,Jun-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,72
2018,June,Jun-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,130
2018,June,Jun-18,Brain and CNS,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,4
2018,June,Jun-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,111
2018,June,Jun-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,235
2018,June,Jun-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,143
2018,June,Jun-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,Screening,Complete,1149
2018,June,Jun-18,Breast,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,1945
2018,June,Jun-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,1140
2018,June,Jun-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,1052
2018,June,Jun-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,281
2018,June,Jun-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,83
2018,June,Jun-18,Breast,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,1027
2018,June,Jun-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,630
2018,June,Jun-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,586
2018,June,Jun-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,314
2018,June,Jun-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,Screening,Complete,267
2018,June,Jun-18,Colorectal,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,1040
2018,June,Jun-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,440
2018,June,Jun-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,625
2018,June,Jun-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,672
2018,June,Jun-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,434
2018,June,Jun-18,Colorectal,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,568
2018,June,Jun-18,Endocrine,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,11
2018,June,Jun-18,Endocrine,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,125
2018,June,Jun-18,Endocrine,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,41
2018,June,Jun-18,Endocrine,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,69
2018,June,Jun-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,196
2018,June,Jun-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,326
2018,June,Jun-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,135
2018,June,Jun-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,Screening,Complete,72
2018,June,Jun-18,Gynaecological,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,674
2018,June,Jun-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,520
2018,June,Jun-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,61
2018,June,Jun-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,154
2018,June,Jun-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,90
2018,June,Jun-18,Gynaecological,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,224
2018,June,Jun-18,Haematological,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,527
2018,June,Jun-18,Haematological,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,589
2018,June,Jun-18,Haematological,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,264
2018,June,Jun-18,Haematological,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,583
2018,June,Jun-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,61
2018,June,Jun-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,81
2018,June,Jun-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,117
2018,June,Jun-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,255
2018,June,Jun-18,Haematological,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,531
2018,June,Jun-18,Head and Neck,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,69
2018,June,Jun-18,Head and Neck,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,214
2018,June,Jun-18,Head and Neck,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,119
2018,June,Jun-18,Head and Neck,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,452
2018,June,Jun-18,Lung,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,1001
2018,June,Jun-18,Lung,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,686
2018,June,Jun-18,Lung,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,575
2018,June,Jun-18,Lung,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,852
2018,June,Jun-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,524
2018,June,Jun-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,193
2018,June,Jun-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,626
2018,June,Jun-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,1327
2018,June,Jun-18,Lung,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,240
2018,June,Jun-18,Melanoma,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,34
2018,June,Jun-18,Melanoma,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,385
2018,June,Jun-18,Melanoma,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,84
2018,June,Jun-18,Melanoma,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,762
2018,June,Jun-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,605
2018,June,Jun-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,197
2018,June,Jun-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,41
2018,June,Jun-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,19
2018,June,Jun-18,Melanoma,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,403
2018,June,Jun-18,Oesophago-gastric,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,244
2018,June,Jun-18,Oesophago-gastric,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,202
2018,June,Jun-18,Oesophago-gastric,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,156
2018,June,Jun-18,Oesophago-gastric,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,439
2018,June,Jun-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,58
2018,June,Jun-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,160
2018,June,Jun-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,205
2018,June,Jun-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,311
2018,June,Jun-18,Oesophago-gastric,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,307
2018,June,Jun-18,Other malignant neoplasms,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,NA
2018,June,Jun-18,Other malignant neoplasms,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,NA
2018,June,Jun-18,Other malignant neoplasms,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,NA
2018,June,Jun-18,Other malignant neoplasms,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,NA
2018,June,Jun-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,NA
2018,June,Jun-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,NA
2018,June,Jun-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,NA
2018,June,Jun-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,NA
2018,June,Jun-18,Other malignant neoplasms,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,NA
2018,June,Jun-18,Prostate,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,260
2018,June,Jun-18,Prostate,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,1100
2018,June,Jun-18,Prostate,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,303
2018,June,Jun-18,Prostate,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,2782
2018,June,Jun-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,1140
2018,June,Jun-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,567
2018,June,Jun-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,1024
2018,June,Jun-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,470
2018,June,Jun-18,Prostate,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,1244
2018,June,Jun-18,Unknown,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,198
2018,June,Jun-18,Unknown,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,108
2018,June,Jun-18,Unknown,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,78
2018,June,Jun-18,Unknown,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,84
2018,June,Jun-18,Upper GI excl OG,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,518
2018,June,Jun-18,Upper GI excl OG,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,268
2018,June,Jun-18,Upper GI excl OG,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,195
2018,June,Jun-18,Upper GI excl OG,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,275
2018,June,Jun-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,31
2018,June,Jun-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,41
2018,June,Jun-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,52
2018,June,Jun-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,191
2018,June,Jun-18,Upper GI excl OG,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,269
2018,June,Jun-18,Urological excl prostate,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,317
2018,June,Jun-18,Urological excl prostate,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,567
2018,June,Jun-18,Urological excl prostate,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,231
2018,June,Jun-18,Urological excl prostate,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,733
2018,June,Jun-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,404
2018,June,Jun-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,222
2018,June,Jun-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,181
2018,June,Jun-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,84
2018,June,Jun-18,Urological excl prostate,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,621
2018,July,Jul-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,4225
2018,July,Jul-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,5636
2018,July,Jul-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,Other,Complete,2977
2018,July,Jul-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,Screening,Complete,1715
2018,July,Jul-18,All sites combined,New cancer diagnoses (observed),Route to Diagnosis,TWW,Complete,10962
2018,July,Jul-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 1,Complete,5160
2018,July,Jul-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 2,Complete,3390
2018,July,Jul-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 3,Complete,3295
2018,July,Jul-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Stage 4,Complete,3267
2018,July,Jul-18,All sites combined,New cancer diagnoses (observed),Stage at diagnosis,Unknown,Complete,5649
2018,July,Jul-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,Emergency presentation,Complete,27
2018,July,Jul-18,Bone and soft tissue,New cancer diagnoses (observed),Route to Diagnosis,GP referral,Complete,72
