"","Date","Cancer group","Metric","Breakdown","Demographic","new","old","ndiff_newOld","propchange_newOld"
"749",Jul 2019,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",204,NA,NA,NA
"750",Jul 2019,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",46,NA,NA,NA
"751",Jul 2019,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",480,NA,NA,NA
"752",Jul 2019,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",30,26,4,0.15
"753",Jul 2019,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","Other",65,64,1,0.02
"754",Jul 2019,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",213,164,49,0.3
"755",Jul 2019,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","Other",158,156,2,0.01
"756",Jul 2019,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",113,108,5,0.05
"757",Jul 2019,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","Other",180,179,1,0.01
"758",Jul 2019,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","TWW",2133,2132,1,0
"759",Jul 2019,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",1290,1288,2,0
"760",Jul 2019,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",286,285,1,0
"761",Jul 2019,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",1000,999,1,0
"762",Jul 2019,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",32,NA,NA,NA
"763",Jul 2019,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","Other",19,NA,NA,NA
"764",Jul 2019,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","TWW",44,NA,NA,NA
"765",Jul 2019,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",699,640,59,0.09
"766",Jul 2019,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Other",345,339,6,0.02
"767",Jul 2019,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","TWW",1243,1241,2,0
"768",Jul 2019,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",519,514,5,0.01
"769",Jul 2019,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",817,813,4,0
"770",Jul 2019,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",559,503,56,0.11
"771",Jul 2019,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",30,28,2,0.07
"772",Jul 2019,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","Other",46,46,0,0
"773",Jul 2019,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",264,249,15,0.06
"774",Jul 2019,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Other",166,159,7,0.04
"775",Jul 2019,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","TWW",697,697,0,0
"776",Jul 2019,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",60,60,0,0
"777",Jul 2019,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",102,102,0,0
"778",Jul 2019,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",656,628,28,0.04
"779",Jul 2019,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","TWW",609,607,2,0
"780",Jul 2019,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",83,81,2,0.02
"781",Jul 2019,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",103,103,0,0
"782",Jul 2019,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",618,593,25,0.04
"783",Jul 2019,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",64,59,5,0.08
"784",Jul 2019,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","Other",133,132,1,0.01
"785",Jul 2019,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",26,NA,NA,NA
"786",Jul 2019,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",24,NA,NA,NA
"787",Jul 2019,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",31,NA,NA,NA
"788",Jul 2019,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",16,NA,NA,NA
"789",Jul 2019,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",224,NA,NA,NA
"790",Jul 2019,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","TWW",236,NA,NA,NA
"791",Jul 2019,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",226,NA,NA,NA
"792",Jul 2019,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",118,NA,NA,NA
"793",Jul 2019,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",333,NA,NA,NA
"794",Jul 2019,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",44,NA,NA,NA
"795",Jul 2019,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","Other",108,NA,NA,NA
"796",Jul 2019,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",178,NA,NA,NA
"797",Jul 2019,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","Other",81,NA,NA,NA
"798",Jul 2019,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",1097,980,117,0.12
"799",Jul 2019,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","Other",722,717,5,0.01
"800",Jul 2019,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",234,233,1,0
"801",Jul 2019,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",1329,1330,-1,0
"802",Jul 2019,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",146,NA,NA,NA
"803",Jul 2019,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","TWW",74,NA,NA,NA
"804",Jul 2019,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",410,408,2,0
"805",Jul 2019,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","TWW",791,791,0,0
"806",Jul 2019,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",627,628,-1,0
"807",Jul 2019,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",47,47,0,0
"808",Jul 2019,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",402,397,5,0.01
"809",Jul 2019,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",106,NA,NA,NA
"810",Jul 2019,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","Other",38,NA,NA,NA
"811",Jul 2019,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",129,NA,NA,NA
"812",Jul 2019,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Other",39,NA,NA,NA
"813",Jul 2019,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",20,NA,NA,NA
"814",Jul 2019,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","Other",25,NA,NA,NA
"815",Jul 2019,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",233,NA,NA,NA
"816",Jul 2019,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",137,NA,NA,NA
"817",Jul 2019,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",50,NA,NA,NA
"818",Jul 2019,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",193,NA,NA,NA
"819",Jul 2019,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",134,NA,NA,NA
"820",Jul 2019,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","TWW",340,NA,NA,NA
"821",Jul 2019,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",34,NA,NA,NA
"822",Jul 2019,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",166,NA,NA,NA
"823",Jul 2019,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",189,NA,NA,NA
"824",Jul 2019,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",233,210,23,0.11
"825",Jul 2019,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","Other",181,177,4,0.02
"826",Jul 2019,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",166,165,1,0.01
"827",Jul 2019,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",332,330,2,0.01
"828",Jul 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",NA,NA,NA,NA
"829",Jul 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","TWW",NA,NA,NA,NA
"830",Jul 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",NA,NA,NA,NA
"831",Jul 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",NA,NA,NA,NA
"832",Jul 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",NA,NA,NA,NA
"833",Jul 2019,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",146,NA,NA,NA
"834",Jul 2019,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","Other",76,NA,NA,NA
"835",Jul 2019,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",95,NA,NA,NA
"836",Jul 2019,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",107,NA,NA,NA
"837",Jul 2019,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",175,NA,NA,NA
"838",Jul 2019,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",354,NA,NA,NA
"839",Jul 2019,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","Other",78,NA,NA,NA
"840",Jul 2019,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",57,NA,NA,NA
"841",Jul 2019,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",205,NA,NA,NA
"842",Jul 2019,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",852,848,4,0
"843",Jul 2019,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","TWW",2286,2286,0,0
"844",Jul 2019,"Prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",447,447,0,0
"845",Jul 2019,"Prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",466,466,0,0
"846",Jul 2019,"Stomach","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",87,NA,NA,NA
"847",Jul 2019,"Stomach","New cancer diagnoses (observed)","Route to Diagnosis","TWW",113,NA,NA,NA
"848",Jul 2019,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",26,NA,NA,NA
"849",Jul 2019,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",36,NA,NA,NA
"850",Jul 2019,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",139,NA,NA,NA
"851",Jul 2019,"Testicular","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",25,NA,NA,NA
"852",Jul 2019,"Testicular","New cancer diagnoses (observed)","Route to Diagnosis","Other",23,NA,NA,NA
"853",Jul 2019,"Unknown","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",102,107,-5,-0.05
"854",Jul 2019,"Unknown","New cancer diagnoses (observed)","Route to Diagnosis","TWW",105,114,-9,-0.08
"855",Jul 2019,"Upper GI excl OG","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",301,288,13,0.05
"856",Jul 2019,"Upper GI excl OG","New cancer diagnoses (observed)","Route to Diagnosis","TWW",260,259,1,0
"857",Jul 2019,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",44,44,0,0
"858",Jul 2019,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",67,66,1,0.02
"859",Jul 2019,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",318,252,66,0.26
"860",Jul 2019,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",441,401,40,0.1
"861",Jul 2019,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","Other",288,287,1,0
"862",Jul 2019,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",192,192,0,0
"863",Jul 2019,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",109,109,0,0
"864",Jul 2019,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",141,NA,NA,NA
"865",Jul 2019,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","TWW",429,NA,NA,NA
"866",Jul 2019,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",45,NA,NA,NA
"867",Jul 2019,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",43,NA,NA,NA
"868",Aug 2019,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",4968,4903,65,0.01
"869",Aug 2019,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","Screening",1540,1541,-1,0
"870",Aug 2019,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",3151,3148,3,0
"871",Aug 2019,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",3049,3032,17,0.01
"872",Aug 2019,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",263,NA,NA,NA
"873",Aug 2019,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","TWW",286,NA,NA,NA
"874",Aug 2019,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",180,NA,NA,NA
"875",Aug 2019,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",43,NA,NA,NA
"876",Aug 2019,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",387,NA,NA,NA
"877",Aug 2019,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",39,32,7,0.22
"878",Aug 2019,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","Other",58,59,-1,-0.02
"879",Aug 2019,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",190,151,39,0.26
"880",Aug 2019,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","Other",120,118,2,0.02
"881",Aug 2019,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",131,122,9,0.07
"882",Aug 2019,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","Other",152,149,3,0.02
"883",Aug 2019,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","TWW",1905,1904,1,0
"884",Aug 2019,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",1169,1167,2,0
"885",Aug 2019,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",263,265,-2,-0.01
"886",Aug 2019,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",869,860,9,0.01
"887",Aug 2019,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",18,NA,NA,NA
"888",Aug 2019,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","Other",17,NA,NA,NA
"889",Aug 2019,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","TWW",42,NA,NA,NA
"890",Aug 2019,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",657,601,56,0.09
"891",Aug 2019,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Other",318,313,5,0.02
"892",Aug 2019,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","TWW",1155,1155,0,0
"893",Aug 2019,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",470,468,2,0
"894",Aug 2019,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",783,779,4,0.01
"895",Aug 2019,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",520,467,53,0.11
"896",Aug 2019,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",29,25,4,0.16
"897",Aug 2019,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","Other",42,42,0,0
"898",Aug 2019,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",237,209,28,0.13
"899",Aug 2019,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Other",161,160,1,0.01
"900",Aug 2019,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","TWW",628,627,1,0
"901",Aug 2019,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",61,61,0,0
"902",Aug 2019,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",92,92,0,0
"903",Aug 2019,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",567,552,15,0.03
"904",Aug 2019,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","TWW",544,543,1,0
"905",Aug 2019,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",81,81,0,0
"906",Aug 2019,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",92,90,2,0.02
"907",Aug 2019,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",571,545,26,0.05
"908",Aug 2019,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",66,62,4,0.06
"909",Aug 2019,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","Other",117,117,0,0
"910",Aug 2019,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",22,NA,NA,NA
"911",Aug 2019,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",23,NA,NA,NA
"912",Aug 2019,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",23,NA,NA,NA
"913",Aug 2019,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",11,NA,NA,NA
"914",Aug 2019,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",186,NA,NA,NA
"915",Aug 2019,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","TWW",224,NA,NA,NA
"916",Aug 2019,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",193,NA,NA,NA
"917",Aug 2019,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",103,NA,NA,NA
"918",Aug 2019,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",312,NA,NA,NA
"919",Aug 2019,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",44,NA,NA,NA
"920",Aug 2019,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","Other",99,NA,NA,NA
"921",Aug 2019,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",175,NA,NA,NA
"922",Aug 2019,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","Other",81,NA,NA,NA
"923",Aug 2019,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",989,899,90,0.1
"924",Aug 2019,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","Other",644,631,13,0.02
"925",Aug 2019,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",243,244,-1,0
"926",Aug 2019,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",1191,1187,4,0
"927",Aug 2019,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",107,NA,NA,NA
"928",Aug 2019,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","TWW",56,NA,NA,NA
"929",Aug 2019,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",427,425,2,0
"930",Aug 2019,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","TWW",799,799,0,0
"931",Aug 2019,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",679,680,-1,0
"932",Aug 2019,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",45,44,1,0.02
"933",Aug 2019,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",388,384,4,0.01
"934",Aug 2019,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",114,NA,NA,NA
"935",Aug 2019,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","Other",31,NA,NA,NA
"936",Aug 2019,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",134,NA,NA,NA
"937",Aug 2019,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Other",48,NA,NA,NA
"938",Aug 2019,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",22,NA,NA,NA
"939",Aug 2019,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","Other",18,NA,NA,NA
"940",Aug 2019,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",223,NA,NA,NA
"941",Aug 2019,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",119,NA,NA,NA
"942",Aug 2019,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",45,NA,NA,NA
"943",Aug 2019,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",163,NA,NA,NA
"944",Aug 2019,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",147,NA,NA,NA
"945",Aug 2019,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","TWW",344,NA,NA,NA
"946",Aug 2019,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",28,NA,NA,NA
"947",Aug 2019,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",205,NA,NA,NA
"948",Aug 2019,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",194,NA,NA,NA
"949",Aug 2019,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",270,241,29,0.12
"950",Aug 2019,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","Other",136,133,3,0.02
"951",Aug 2019,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",154,154,0,0
"952",Aug 2019,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",291,290,1,0
"953",Aug 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",NA,NA,NA,NA
"954",Aug 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","TWW",NA,NA,NA,NA
"955",Aug 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",NA,NA,NA,NA
"956",Aug 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",NA,NA,NA,NA
"957",Aug 2019,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",NA,NA,NA,NA
"958",Aug 2019,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",157,NA,NA,NA
"959",Aug 2019,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","Other",74,NA,NA,NA
"960",Aug 2019,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",100,NA,NA,NA
"961",Aug 2019,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",109,NA,NA,NA
"962",Aug 2019,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",164,NA,NA,NA
"963",Aug 2019,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",332,NA,NA,NA
"964",Aug 2019,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","Other",82,NA,NA,NA
"965",Aug 2019,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",57,NA,NA,NA
"966",Aug 2019,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",209,NA,NA,NA
"967",Aug 2019,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",830,827,3,0
"968",Aug 2019,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","TWW",1999,1998,1,0
"969",Aug 2019,"Prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",389,390,-1,0
"970",Aug 2019,"Prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",414,414,0,0
"971",Aug 2019,"Stomach","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",60,NA,NA,NA
"972",Aug 2019,"Stomach","New cancer diagnoses (observed)","Route to Diagnosis","TWW",92,NA,NA,NA
"973",Aug 2019,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",23,NA,NA,NA
"974",Aug 2019,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",22,NA,NA,NA
"975",Aug 2019,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",132,NA,NA,NA
"976",Aug 2019,"Testicular","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",23,NA,NA,NA
"977",Aug 2019,"Testicular","New cancer diagnoses (observed)","Route to Diagnosis","TWW",99,NA,NA,NA
"978",Aug 2019,"Unknown","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",172,204,-32,-0.16
"979",Aug 2019,"Unknown","New cancer diagnoses (observed)","Route to Diagnosis","Other",62,65,-3,-0.05
"980",Aug 2019,"Upper GI excl OG","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",630,518,112,0.22
"981",Aug 2019,"Upper GI excl OG","New cancer diagnoses (observed)","Route to Diagnosis","Other",197,184,13,0.07
"982",Aug 2019,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",57,57,0,0
"983",Aug 2019,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",209,208,1,0
"984",Aug 2019,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",526,523,3,0.01
"985",Aug 2019,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","TWW",663,663,0,0
"986",Aug 2019,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",373,370,3,0.01
"987",Aug 2019,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",146,146,0,0
"988",Aug 2019,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",699,663,36,0.05
